SCW_ID,SCW_VER,SCW_TYPE,RA_X,DEC_X,OBS_ID,OBS_TYPE,START_DATE,END_DATE,PI_NAME,PS,GOOD_SPI,GOOD_PICSIT,GOOD_ISGRI,GOOD_JEMX,GOOD_JEMX1,GOOD_JEMX2,GOOD_OMC,DSIZE,SEARCH_OFFSET_
249200600010,001,POINTING,263.1474609375,-14.2918615341187,19200140022,GENERAL,2022-04-17 23:26:09,2022-04-17 23:59:12,"PROF.
JOERN
WILMS",PRIVATE,1932,1910,1930,1932,1932,1932,0,84480000,"588.439 (265.12711312222115,-23.919712036616342)
"
249200510010,001,POINTING,265.294219970703,-13.6113052368164,19200140022,GENERAL,2022-04-17 18:07:01,2022-04-17 18:40:21,"PROF.
JOERN
WILMS",PRIVATE,1970,1943,1968,1970,1970,1970,0,85291008,"618.577 (265.12711312222115,-23.919712036616342)
"
249200500010,001,POINTING,267.389709472656,-12.9297780990601,19200140022,GENERAL,2022-04-17 17:31:45,2022-04-17 18:05:05,"PROF.
JOERN
WILMS",PRIVATE,1950,1927,1948,1950,1950,1950,0,84922368,"671.806 (265.12711312222115,-23.919712036616342)
"
249200590010,001,POINTING,262.486785888672,-12.2190275192261,19200140022,GENERAL,2022-04-17 22:50:39,2022-04-17 23:23:41,"PROF.
JOERN
WILMS",PRIVATE,1929,1902,1927,1929,1929,1929,0,83718144,"717.941 (265.12711312222115,-23.919712036616342)
"
249200520010,001,POINTING,264.583740234375,-11.5433053970337,19200140022,GENERAL,2022-04-17 18:42:21,2022-04-17 19:15:41,"PROF.
JOERN
WILMS",PRIVATE,1946,1919,1944,1946,1946,1946,0,84574208,"743.230 (265.12711312222115,-23.919712036616342)
"
249200410010,001,POINTING,269.488739013672,-12.2419166564941,19200140022,GENERAL,2022-04-17 11:28:12,2022-04-17 12:01:30,"PROF.
JOERN
WILMS",PRIVATE,1952,1928,1950,1952,1952,1952,0,85123072,"743.329 (265.12711312222115,-23.919712036616342)
"
249200490010,001,POINTING,266.702239990234,-10.867805480957,19200140022,GENERAL,2022-04-17 16:56:26,2022-04-17 17:29:47,"PROF.
JOERN
WILMS",PRIVATE,1960,1935,1958,1960,1960,1960,0,84787200,"788.261 (265.12711312222115,-23.919712036616342)
"
249200400010,001,POINTING,271.601165771484,-11.5392780303955,19200140022,GENERAL,2022-04-17 10:52:39,2022-04-17 11:25:59,"PROF.
JOERN
WILMS",PRIVATE,1949,1928,1947,1949,1949,1887,0,86728704,"829.443 (265.12711312222115,-23.919712036616342)
"
249200580010,001,POINTING,261.822448730469,-10.1453056335449,19200140022,GENERAL,2022-04-17 22:14:49,2022-04-17 22:48:10,"PROF.
JOERN
WILMS",PRIVATE,1958,1934,1956,1958,1958,1958,0,83714048,"847.798 (265.12711312222115,-23.919712036616342)
"
249200420010,001,POINTING,268.779510498047,-10.1803884506226,19200140022,GENERAL,2022-04-17 12:03:27,2022-04-17 12:36:48,"PROF.
JOERN
WILMS",PRIVATE,1950,1928,1948,1950,1950,1950,0,85143552,"850.407 (265.12711312222115,-23.919712036616342)
"
249200530010,001,POINTING,263.912445068359,-9.47500038146973,19200140022,GENERAL,2022-04-17 19:17:41,2022-04-17 19:51:01,"PROF.
JOERN
WILMS",PRIVATE,1962,1935,1960,1962,1962,1962,0,84557824,"869.471 (265.12711312222115,-23.919712036616342)
"
