SCW_ID,SCW_VER,SCW_TYPE,RA_X,DEC_X,OBS_ID,OBS_TYPE,START_DATE,END_DATE,PI_NAME,PS,GOOD_SPI,GOOD_PICSIT,GOOD_ISGRI,GOOD_JEMX,GOOD_JEMX1,GOOD_JEMX2,GOOD_OMC,DSIZE,SEARCH_OFFSET_
249500260010,001,POINTING,276.233825683594,-24.4952220916748,19200140037,GENERAL,2022-04-24 20:58:10,2022-04-24 21:31:29,"PROF.
JOERN
WILMS",PRIVATE,1945,1923,1943,1945,1945,1827,0,86609920,"59.711 (277.3267328487562,-24.463069933761048)
"
249500250010,001,POINTING,278.533782958984,-23.9114170074463,19200140037,GENERAL,2022-04-24 20:22:48,2022-04-24 20:55:58,"PROF.
JOERN
WILMS",PRIVATE,1934,1907,1932,1934,1934,1930,0,85843968,"73.892 (277.3267328487562,-24.463069933761048)
"
249500270010,001,POINTING,275.608367919922,-22.3942222595215,19200140037,GENERAL,2022-04-24 21:33:27,2022-04-24 22:06:47,"PROF.
JOERN
WILMS",PRIVATE,1943,1915,1941,1943,1943,1808,0,86503424,"156.065 (277.3267328487562,-24.463069933761048)
"
249500240010,001,POINTING,277.880828857422,-21.8249168395996,19200140037,GENERAL,2022-04-24 19:47:17,2022-04-24 20:20:27,"PROF.
JOERN
WILMS",PRIVATE,1931,1907,1929,1931,1931,1931,0,85671936,"161.213 (277.3267328487562,-24.463069933761048)
"
249500280010,001,POINTING,275.025085449219,-20.2925548553467,19200140037,GENERAL,2022-04-24 22:08:45,2022-04-24 22:42:06,"PROF.
JOERN
WILMS",PRIVATE,1973,1946,1971,1973,1973,1622,0,86921216,"280.912 (277.3267328487562,-24.463069933761048)
"
249500230010,001,POINTING,277.245208740234,-19.7344722747803,19200140037,GENERAL,2022-04-24 19:11:45,2022-04-24 19:44:55,"PROF.
JOERN
WILMS",PRIVATE,1959,1931,1957,1959,1959,1959,0,85872640,"283.752 (277.3267328487562,-24.463069933761048)
"
249500290010,001,POINTING,274.440795898438,-18.1896667480469,19200140037,GENERAL,2022-04-24 22:44:05,2022-04-24 23:17:25,"PROF.
JOERN
WILMS",PRIVATE,1980,1954,1978,1980,1980,1596,0,87470080,"409.462 (277.3267328487562,-24.463069933761048)
"
249500220010,001,POINTING,276.632263183594,-17.6386947631836,19200140037,GENERAL,2022-04-24 18:36:02,2022-04-24 19:09:23,"PROF.
JOERN
WILMS",PRIVATE,1947,1923,1945,1947,1947,1602,0,87363584,"411.302 (277.3267328487562,-24.463069933761048)
"
249500170021,001,SLEW,268.599334716797,-28.1557502746582,19200010022,GENERAL,2022-04-24 16:09:00,2022-04-24 16:37:46,"DR
ERIK
KUULKERS",PUBLIC,1725,0,1662,1726,1726,1448,0,75845632,"518.855 (277.3267328487562,-24.463069933761048)
"
249500300010,001,POINTING,273.870788574219,-16.0841102600098,19200140037,GENERAL,2022-04-24 23:19:24,2022-04-24 23:52:45,"PROF.
JOERN
WILMS",PRIVATE,1940,1914,1938,1940,1940,1793,0,87969792,"538.965 (277.3267328487562,-24.463069933761048)
"
249500210010,001,POINTING,276.057281494141,-15.5346946716309,19200140037,GENERAL,2022-04-24 18:00:43,2022-04-24 18:34:05,"PROF.
JOERN
WILMS",PRIVATE,1941,1915,1939,1939,1939,1718,0,88588288,"540.449 (277.3267328487562,-24.463069933761048)
"
249500310010,001,POINTING,271.680541992188,-16.6130828857422,19200140037,GENERAL,2022-04-24 23:54:57,2022-04-25 00:28:16,"PROF.
JOERN
WILMS",PRIVATE,1943,1922,1941,1943,1943,1624,0,87326720,"567.668 (277.3267328487562,-24.463069933761048)
"
249500180010,001,POINTING,268.416625976562,-30.1533603668213,19200010022,GENERAL,2022-04-24 16:37:46,2022-04-24 17:07:47,"DR
ERIK
KUULKERS",PUBLIC,1763,1739,1761,1744,1744,1253,0,80740352,"584.624 (277.3267328487562,-24.463069933761048)
"
249500160010,001,POINTING,266.756011962891,-27.0133895874023,19200010022,GENERAL,2022-04-24 15:34:08,2022-04-24 16:03:54,"DR
ERIK
KUULKERS",PUBLIC,1754,1731,1752,1754,1754,1596,0,81444864,"591.230 (277.3267328487562,-24.463069933761048)
"
249500130010,001,POINTING,266.547302246094,-29.0103893280029,19200010022,GENERAL,2022-04-24 13:56:10,2022-04-24 14:28:01,"DR
ERIK
KUULKERS",PUBLIC,1849,1827,1843,1849,1849,1700,0,86474752,"638.414 (277.3267328487562,-24.463069933761048)
"
249500190010,001,POINTING,266.320831298828,-31.007194519043,19200010022,GENERAL,2022-04-24 17:09:43,2022-04-24 17:39:43,"DR
ERIK
KUULKERS",PUBLIC,1775,1747,1773,1775,1775,1775,0,80904192,"703.482 (277.3267328487562,-24.463069933761048)
"
249500150010,001,POINTING,264.707916259766,-27.8254451751709,19200010022,GENERAL,2022-04-24 15:01:58,2022-04-24 15:31:57,"DR
ERIK
KUULKERS",PUBLIC,1749,1723,1747,1749,1749,1329,0,81063936,"708.557 (277.3267328487562,-24.463069933761048)
"
249500140010,001,POINTING,264.45654296875,-29.8258609771729,19200010022,GENERAL,2022-04-24 14:30:12,2022-04-24 14:59:57,"DR
ERIK
KUULKERS",PUBLIC,1725,1699,1721,1725,1725,1213,0,80531456,"758.083 (277.3267328487562,-24.463069933761048)
"
