SCW_ID,SCW_VER,SCW_TYPE,RA_X,DEC_X,OBS_ID,OBS_TYPE,START_DATE,END_DATE,PI_NAME,PS,GOOD_SPI,GOOD_PICSIT,GOOD_ISGRI,GOOD_JEMX,GOOD_JEMX1,GOOD_JEMX2,GOOD_OMC,DSIZE,SEARCH_OFFSET_
251900070010,001,POINTING,16.0602493286133,2.51966667175293,19200230003,GENERAL,2022-06-27 07:29:28,2022-06-27 08:25:19,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3298,3274,3296,3298,3298,3298,0,133660672,"214.607 (18.79479250166144,4.832110308954862)
"
251900080010,001,POINTING,14.8529996871948,4.31736087799072,19200230003,GENERAL,2022-06-27 08:27:32,2022-06-27 09:23:05,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3292,3266,3290,3292,3292,3292,0,133042176,"237.767 (18.79479250166144,4.832110308954862)
"
251900160010,001,POINTING,15.2163333892822,1.96252775192261,19200230003,GENERAL,2022-06-27 16:33:23,2022-06-27 17:28:57,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3283,3257,3281,3283,3283,3283,0,131391488,"274.903 (18.79479250166144,4.832110308954862)
"
251900150010,001,POINTING,13.8833332061768,3.67974996566772,19200230003,GENERAL,2022-06-27 15:35:36,2022-06-27 16:31:10,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3288,3265,3286,3288,3288,3288,0,130703360,"301.894 (18.79479250166144,4.832110308954862)
"
251900090010,001,POINTING,13.6260833740234,6.11113882064819,19200230003,GENERAL,2022-06-27 09:25:00,2022-06-27 10:20:35,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3286,3258,3284,3286,3286,3286,0,132964352,"318.098 (18.79479250166144,4.832110308954862)
"
251900060021,001,SLEW,14.2638330459595,1.30622220039368,19200230003,GENERAL,2022-06-27 06:45:43,2022-06-27 07:29:28,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,2625,0,2610,2624,2624,2624,0,104927232,"344.131 (18.79479250166144,4.832110308954862)
"
251900140010,001,POINTING,12.5655002593994,5.40561103820801,19200230003,GENERAL,2022-06-27 14:14:06,2022-06-27 15:33:40,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,4703,4705,4706,4710,4709,4710,0,185843712,"373.851 (18.79479250166144,4.832110308954862)
"
251900170010,001,POINTING,13.4766254425049,0.645861089229584,19200230003,GENERAL,2022-06-27 17:31:09,2022-06-27 18:26:42,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3284,3257,3282,3246,3246,3246,0,131084288,"405.745 (18.79479250166144,4.832110308954862)
"
251900040010,001,POINTING,11.8160829544067,4.8917498588562,19200230003,GENERAL,2022-06-27 04:36:13,2022-06-27 05:32:01,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3300,0,965,3300,3300,3300,0,89554944,"417.229 (18.79479250166144,4.832110308954862)
"
251900100010,001,POINTING,12.3918333053589,7.90347242355347,19200230003,GENERAL,2022-06-27 10:22:48,2022-06-27 11:18:21,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3279,3257,3277,3279,3279,3279,0,132579328,"423.909 (18.79479250166144,4.832110308954862)
"
251900180010,001,POINTING,12.1559162139893,2.36427783966064,19200230003,GENERAL,2022-06-27 18:28:54,2022-06-27 19:24:29,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3287,3265,3285,3287,3287,3287,0,131059712,"424.197 (18.79479250166144,4.832110308954862)
"
251900130010,001,POINTING,11.2626247406006,7.14383316040039,19200230003,GENERAL,2022-06-27 13:16:15,2022-06-27 14:11:49,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3309,3287,3307,3203,3203,3203,0,131842048,"470.346 (18.79479250166144,4.832110308954862)
"
251900190010,001,POINTING,10.8559169769287,4.09808349609375,19200230003,GENERAL,2022-06-27 19:26:41,2022-06-27 20:47:25,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,4773,4759,4783,4788,4788,4785,0,189845504,"476.919 (18.79479250166144,4.832110308954862)
"
251900110010,001,POINTING,11.1625003814697,9.69944477081299,19200230003,GENERAL,2022-06-27 11:20:17,2022-06-27 12:15:51,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3275,3251,3273,3241,3241,3241,0,132333568,"539.912 (18.79479250166144,4.832110308954862)
"
251900120010,001,POINTING,9.92483329772949,8.87477779388428,19200230003,GENERAL,2022-06-27 12:18:53,2022-06-27 13:14:19,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3277,3249,3275,3276,3276,3276,0,131686400,"581.298 (18.79479250166144,4.832110308954862)
"
