SCW_ID,SCW_VER,SCW_TYPE,RA_X,DEC_X,OBS_ID,OBS_TYPE,START_DATE,END_DATE,PI_NAME,PS,GOOD_SPI,GOOD_PICSIT,GOOD_ISGRI,GOOD_JEMX,GOOD_JEMX1,GOOD_JEMX2,GOOD_OMC,DSIZE,SEARCH_OFFSET_
252300470010,001,POINTING,34.9737930297852,11.747444152832,19200230004,GENERAL,2022-07-09 13:31:14,2022-07-09 14:26:44,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3310,3282,3308,3310,3310,3302,0,132681728,"115.565 (36.849373413156826,12.334954654294666)
"
252300460010,001,POINTING,36.0852928161621,9.88133335113525,19200230004,GENERAL,2022-07-09 12:33:23,2022-07-09 13:28:57,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3283,3258,3281,3283,3283,3283,0,133386240,"153.936 (36.849373413156826,12.334954654294666)
"
252300480010,001,POINTING,33.8245429992676,13.6058893203735,19200230004,GENERAL,2022-07-09 14:29:01,2022-07-09 15:24:30,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3274,3257,3275,3279,3279,3279,0,137969664,"192.594 (36.849373413156826,12.334954654294666)
"
252300440010,001,POINTING,33.0673332214355,10.6439723968506,19200230004,GENERAL,2022-07-09 10:38:06,2022-07-09 11:33:41,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3295,3274,3293,3292,3292,3292,0,133435392,"244.417 (36.849373413156826,12.334954654294666)
"
252300450010,001,POINTING,34.1935844421387,8.78302764892578,19200230004,GENERAL,2022-07-09 11:35:37,2022-07-09 12:31:11,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3280,3258,3278,3280,3280,3280,0,133136384,"264.478 (36.849373413156826,12.334954654294666)
"
252300430010,001,POINTING,31.922082901001,12.5004720687866,19200230004,GENERAL,2022-07-09 09:40:40,2022-07-09 10:36:10,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3285,3258,3283,3285,3285,3285,0,133332992,"288.888 (36.849373413156826,12.334954654294666)
"
252300490010,001,POINTING,32.6741256713867,15.4667778015137,19200230004,GENERAL,2022-07-09 15:26:25,2022-07-09 16:21:59,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3304,0,3302,3304,3304,3304,0,138706944,"307.289 (36.849373413156826,12.334954654294666)
"
252300370010,001,POINTING,31.1866664886475,9.51269435882568,19200230004,GENERAL,2022-07-09 03:54:22,2022-07-09 04:49:53,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3285,3259,3283,3285,3285,3285,0,132845568,"374.084 (36.849373413156826,12.334954654294666)
"
252300420010,001,POINTING,30.7573337554932,14.3491668701172,19200230004,GENERAL,2022-07-09 08:42:55,2022-07-09 09:38:25,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3268,3242,3266,3268,3268,3268,0,133357568,"375.600 (36.849373413156826,12.334954654294666)
"
252300360010,001,POINTING,32.3144149780273,7.65872240066528,19200230004,GENERAL,2022-07-09 02:56:33,2022-07-09 03:52:07,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3315,3291,3313,3275,3275,3275,0,133623808,"387.921 (36.849373413156826,12.334954654294666)
"
252300380010,001,POINTING,30.0227508544922,11.3598890304565,19200230004,GENERAL,2022-07-09 04:52:08,2022-07-09 05:47:40,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3288,3267,3286,3288,3288,3288,0,132890624,"405.103 (36.849373413156826,12.334954654294666)
"
252300390010,001,POINTING,28.8543338775635,13.2022495269775,19200230004,GENERAL,2022-07-09 05:49:54,2022-07-09 06:45:25,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3258,3258,3263,3265,3263,3265,0,132366336,"470.701 (36.849373413156826,12.334954654294666)
"
252300410010,001,POINTING,29.5800838470459,16.1915283203125,19200230004,GENERAL,2022-07-09 07:45:06,2022-07-09 08:40:39,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3290,3266,3288,3290,3290,3290,0,133480448,"481.803 (36.849373413156826,12.334954654294666)
"
252300350010,001,POINTING,30.4533748626709,6.52963876724243,19200230004,GENERAL,2022-07-09 01:58:42,2022-07-09 02:54:21,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3289,3267,3287,3289,3289,3289,0,133525504,"514.301 (36.849373413156826,12.334954654294666)
"
252300400010,001,POINTING,27.6786670684814,15.044472694397,19200230004,GENERAL,2022-07-09 06:47:20,2022-07-09 07:42:55,"DR
VOLODYMYR
SAVCHENKO",PRIVATE,3296,3272,3294,3296,3296,3296,0,133533696,"558.696 (36.849373413156826,12.334954654294666)
"
