SCW_ID,SCW_VER,SCW_TYPE,RA_X,DEC_X,OBS_ID,OBS_TYPE,START_DATE,END_DATE,PI_NAME,PS,GOOD_SPI,GOOD_PICSIT,GOOD_ISGRI,GOOD_JEMX,GOOD_JEMX1,GOOD_JEMX2,GOOD_OMC,DSIZE,SEARCH_OFFSET_
253600360010,001,POINTING,87.6632537841797,22.5242214202881,19600010007,CALIBRATION,2022-08-12 15:19:55,2022-08-12 15:49:56,PUBLIC,PUBLIC,1785,1759,1783,1785,1785,1436,0,74579968,"350.463 (93.71183423036071,24.348674868092978)
"
253600350010,001,POINTING,87.106330871582,24.6311664581299,19600010007,CALIBRATION,2022-08-12 14:48:13,2022-08-12 15:17:51,PUBLIC,PUBLIC,1748,1727,1746,1748,1748,1669,0,73089024,"361.037 (93.71183423036071,24.348674868092978)
"
253600370010,001,POINTING,88.2227478027344,20.417667388916,19600010007,CALIBRATION,2022-08-12 15:52:00,2022-08-12 16:22:00,PUBLIC,PUBLIC,1741,1719,1739,1741,1741,1741,0,73334784,"385.103 (93.71183423036071,24.348674868092978)
"
253600340010,001,POINTING,86.5468368530273,26.7258892059326,19600010007,CALIBRATION,2022-08-12 13:47:20,2022-08-12 14:45:40,PUBLIC,PUBLIC,3353,3415,3366,3371,3369,3371,0,136044544,"413.205 (93.71183423036071,24.348674868092978)
"
253600380010,001,POINTING,88.7443313598633,18.3103885650635,19600010007,CALIBRATION,2022-08-12 16:24:05,2022-08-12 16:54:05,PUBLIC,PUBLIC,1738,1711,1738,1738,1738,1738,0,72245248,"456.322 (93.71183423036071,24.348674868092978)
"
253600410010,001,POINTING,85.404167175293,21.9848613739014,19600010007,CALIBRATION,2022-08-12 18:00:23,2022-08-12 18:30:23,PUBLIC,PUBLIC,1772,1751,1770,1710,1710,1592,0,76664832,"479.604 (93.71183423036071,24.348674868092978)
"
253600420010,001,POINTING,84.7952117919922,24.0812225341797,19600010007,CALIBRATION,2022-08-12 18:32:54,2022-08-12 19:02:35,PUBLIC,PUBLIC,1728,1703,1726,1728,1728,1490,0,74686464,"488.105 (93.71183423036071,24.348674868092978)
"
253600400010,001,POINTING,85.9730453491211,19.8853893280029,19600010007,CALIBRATION,2022-08-12 17:28:21,2022-08-12 17:58:20,PUBLIC,PUBLIC,1736,1711,1734,1736,1736,1259,0,74457088,"506.531 (93.71183423036071,24.348674868092978)
"
253600430010,001,POINTING,84.2059173583984,26.1788883209229,19600010007,CALIBRATION,2022-08-12 19:04:37,2022-08-12 19:34:37,PUBLIC,PUBLIC,1785,1758,1783,1688,1688,1662,0,73826304,"527.220 (93.71183423036071,24.348674868092978)
"
253600390010,001,POINTING,86.5185394287109,17.7943897247314,19600010007,CALIBRATION,2022-08-12 16:56:18,2022-08-12 17:26:17,PUBLIC,PUBLIC,1750,1727,1748,1750,1750,1750,0,72421376,"562.641 (93.71183423036071,24.348674868092978)
"
253600460010,001,POINTING,83.1212463378906,21.445333480835,19600010007,CALIBRATION,2022-08-12 20:40:59,2022-08-12 21:11:00,PUBLIC,PUBLIC,1744,1718,1742,1744,1744,1577,0,76685312,"610.524 (93.71183423036071,24.348674868092978)
"
253600450010,001,POINTING,82.5151672363281,23.5348339080811,19600010007,CALIBRATION,2022-08-12 20:09:15,2022-08-12 20:38:59,PUBLIC,PUBLIC,1735,1710,1733,1735,1735,1588,0,75128832,"615.767 (93.71183423036071,24.348674868092978)
"
253600470010,001,POINTING,83.7412109375,19.3533058166504,19600010007,CALIBRATION,2022-08-12 21:13:29,2022-08-12 21:43:12,PUBLIC,PUBLIC,1732,1710,1730,1732,1732,1535,0,74129408,"630.671 (93.71183423036071,24.348674868092978)
"
253600440010,001,POINTING,81.8749618530273,25.6157779693604,19600010007,CALIBRATION,2022-08-12 19:36:50,2022-08-12 20:06:48,PUBLIC,PUBLIC,1748,1726,1746,1748,1748,1631,0,73728000,"648.013 (93.71183423036071,24.348674868092978)
"
253600480010,001,POINTING,84.3307952880859,17.2602214813232,19600010007,CALIBRATION,2022-08-12 21:45:13,2022-08-12 22:15:14,PUBLIC,PUBLIC,1774,1750,1772,1744,1744,1744,0,73310208,"676.128 (93.71183423036071,24.348674868092978)
"
253600510010,001,POINTING,80.9004135131836,20.8503894805908,19600010007,CALIBRATION,2022-08-12 23:21:49,2022-08-12 23:51:33,PUBLIC,PUBLIC,1766,1739,1764,1724,1724,1427,0,74403840,"739.679 (93.71183423036071,24.348674868092978)
"
253600520010,001,POINTING,80.2346649169922,22.9271106719971,19600010007,CALIBRATION,2022-08-12 23:54:00,2022-08-13 00:23:44,PUBLIC,PUBLIC,1732,1710,1730,1732,1732,1231,0,73760768,"745.375 (93.71183423036071,24.348674868092978)
"
253600500010,001,POINTING,81.53466796875,18.7639999389648,19600010007,CALIBRATION,2022-08-12 22:49:36,2022-08-12 23:19:21,PUBLIC,PUBLIC,1733,1710,1731,1733,1733,1544,0,72978432,"757.142 (93.71183423036071,24.348674868092978)
"
253600490010,001,POINTING,82.1214981079102,16.6834163665771,19600010007,CALIBRATION,2022-08-12 22:17:09,2022-08-12 22:47:09,PUBLIC,PUBLIC,1760,1734,1758,1760,1760,1760,0,72294400,"796.651 (93.71183423036071,24.348674868092978)
"
