SCW_ID,SCW_VER,SCW_TYPE,RA_X,DEC_X,OBS_ID,OBS_TYPE,START_DATE,END_DATE,PI_NAME,PS,GOOD_SPI,GOOD_PICSIT,GOOD_ISGRI,GOOD_JEMX,GOOD_JEMX1,GOOD_JEMX2,GOOD_OMC,DSIZE,SEARCH_OFFSET_
249500350010,001,POINTING,273.915985107422,-25.0515842437744,19200140037,GENERAL,2022-04-25 02:16:54,2022-04-25 02:49:59,"PROF.
JOERN
WILMS",PRIVATE,1966,1938,1964,1966,1966,1830,0,86904832,"283.320 (279.0753548510008,-24.46080126949722)
"
249500340010,001,POINTING,273.343902587891,-22.9460830688477,19200140037,GENERAL,2022-04-25 01:41:23,2022-04-25 02:14:29,"PROF.
JOERN
WILMS",PRIVATE,1964,1938,1962,1964,1964,1835,0,87494656,"327.695 (279.0753548510008,-24.46080126949722)
"
249500330010,001,POINTING,272.779968261719,-20.8352508544922,19200140037,GENERAL,2022-04-25 01:05:37,2022-04-25 01:38:57,"PROF.
JOERN
WILMS",PRIVATE,1952,1930,1950,1952,1952,1754,0,87719936,"410.804 (279.0753548510008,-24.46080126949722)
"
249500360010,001,POINTING,271.608947753906,-25.5737228393555,19200140037,GENERAL,2022-04-25 02:52:11,2022-04-25 03:25:30,"PROF.
JOERN
WILMS",PRIVATE,1937,1914,1935,1900,1900,1720,0,90353664,"411.349 (279.0753548510008,-24.46080126949722)
"
249500370010,001,POINTING,271.035675048828,-23.4547786712646,19200140037,GENERAL,2022-04-25 03:27:58,2022-04-25 04:01:01,"PROF.
JOERN
WILMS",PRIVATE,1956,1930,1954,1934,1934,1694,0,89493504,"444.867 (279.0753548510008,-24.46080126949722)
"
249500380010,001,POINTING,270.513885498047,-21.3383617401123,19200140037,GENERAL,2022-04-25 04:03:02,2022-04-25 04:36:22,"PROF.
JOERN
WILMS",PRIVATE,1949,1922,1947,1949,1949,1768,0,88641536,"508.795 (279.0753548510008,-24.46080126949722)
"
249500320010,001,POINTING,272.215759277344,-18.72825050354,19200140037,GENERAL,2022-04-25 00:30:16,2022-04-25 01:03:37,"PROF.
JOERN
WILMS",PRIVATE,1984,1958,1982,1984,1984,1783,0,87793664,"514.345 (279.0753548510008,-24.46080126949722)
"
249500450010,001,POINTING,269.237945556641,-26.0711936950684,19200140037,GENERAL,2022-04-25 08:11:07,2022-04-25 08:44:29,"PROF.
JOERN
WILMS",PRIVATE,1947,1921,1945,1947,1947,1947,0,90730496,"542.308 (279.0753548510008,-24.46080126949722)
"
249500440010,001,POINTING,268.744445800781,-23.9486389160156,19200140037,GENERAL,2022-04-25 07:36:06,2022-04-25 08:09:05,"PROF.
JOERN
WILMS",PRIVATE,1975,1943,1972,1975,1975,1704,0,88932352,"566.063 (279.0753548510008,-24.46080126949722)
"
249500390010,001,POINTING,269.993286132812,-19.2208061218262,19200140037,GENERAL,2022-04-25 04:38:23,2022-04-25 05:11:44,"PROF.
JOERN
WILMS",PRIVATE,1975,1954,1973,1975,1975,1656,0,87265280,"595.275 (279.0753548510008,-24.46080126949722)
"
249500430010,001,POINTING,268.239471435547,-21.8238887786865,19200140037,GENERAL,2022-04-25 07:00:34,2022-04-25 07:33:34,"PROF.
JOERN
WILMS",PRIVATE,1979,1935,1977,1980,1980,1848,0,87179264,"618.205 (279.0753548510008,-24.46080126949722)
"
249500420010,001,POINTING,267.73291015625,-19.7000560760498,19200140037,GENERAL,2022-04-25 06:24:42,2022-04-25 06:58:02,"PROF.
JOERN
WILMS",PRIVATE,1968,1945,1966,1968,1968,1602,0,86474752,"691.929 (279.0753548510008,-24.46080126949722)
"
249500400010,001,POINTING,269.467346191406,-17.1030559539795,19200140037,GENERAL,2022-04-25 05:13:45,2022-04-25 05:47:06,"PROF.
JOERN
WILMS",PRIVATE,1993,1959,1990,1945,1945,1692,0,86073344,"696.222 (279.0753548510008,-24.46080126949722)
"
249500410010,001,POINTING,267.258666992188,-17.5734996795654,19200140037,GENERAL,2022-04-25 05:49:18,2022-04-25 06:22:39,"PROF.
JOERN
WILMS",PRIVATE,1998,1958,1995,1950,1950,1950,0,85336064,"779.633 (279.0753548510008,-24.46080126949722)
"
