SCW_ID,SCW_VER,SCW_TYPE,RA_X,DEC_X,OBS_ID,OBS_TYPE,START_DATE,END_DATE,PI_NAME,PS,GOOD_SPI,GOOD_PICSIT,GOOD_ISGRI,GOOD_JEMX,GOOD_JEMX1,GOOD_JEMX2,GOOD_OMC,DSIZE,SEARCH_OFFSET_
248900700010,001,POINTING,254.397201538086,-30.9800548553467,19200140028,GENERAL,2022-04-10 04:44:25,2022-04-10 05:17:45,"PROF.
JOERN
WILMS",PRIVATE,1945,1922,1906,1945,1945,1885,0,88293376,"517.506 (253.12097259625375,-22.430387245647534)
"
248900690010,001,POINTING,256.914215087891,-31.0415554046631,19200140028,GENERAL,2022-04-10 04:09:06,2022-04-10 04:42:13,"PROF.
JOERN
WILMS",PRIVATE,1973,1943,1971,1925,1925,1925,0,86212608,"555.089 (253.12097259625375,-22.430387245647534)
"
248900710010,001,POINTING,254.274505615234,-33.1510276794434,19200140028,GENERAL,2022-04-10 05:20:13,2022-04-10 05:53:16,"PROF.
JOERN
WILMS",PRIVATE,1924,1898,1922,1924,1924,1713,0,85901312,"646.130 (253.12097259625375,-22.430387245647534)
"
248900680010,001,POINTING,256.866577148438,-33.2132759094238,19200140028,GENERAL,2022-04-10 03:33:34,2022-04-10 04:06:41,"PROF.
JOERN
WILMS",PRIVATE,1929,1906,1927,1929,1929,1503,0,87486464,"676.655 (253.12097259625375,-22.430387245647534)
"
248900780010,001,POINTING,263.988616943359,-28.1558895111084,19200010016,GENERAL,2022-04-10 09:02:43,2022-04-10 09:32:36,"DR
ERIK
KUULKERS",PUBLIC,1739,1713,1737,1739,1739,1393,0,78368768,"681.840 (253.12097259625375,-22.430387245647534)
"
248900770010,001,POINTING,263.776000976562,-30.1528339385986,19200010016,GENERAL,2022-04-10 08:30:41,2022-04-10 09:00:29,"DR
ERIK
KUULKERS",PUBLIC,1727,1705,1730,1732,1732,1480,0,78000128,"736.316 (253.12097259625375,-22.430387245647534)
"
248900790010,001,POINTING,266.029754638672,-27.3001670837402,19200010016,GENERAL,2022-04-10 09:34:43,2022-04-10 10:04:32,"DR
ERIK
KUULKERS",PUBLIC,1715,1713,1722,1721,1721,1453,0,78630912,"760.486 (253.12097259625375,-22.430387245647534)
"
248900720010,001,POINTING,254.155288696289,-35.3222236633301,19200140028,GENERAL,2022-04-10 05:55:16,2022-04-10 06:28:37,"PROF.
JOERN
WILMS",PRIVATE,1981,1954,1979,1981,1981,1764,0,89042944,"775.401 (253.12097259625375,-22.430387245647534)
"
248900760010,001,POINTING,265.859222412109,-29.2972774505615,19200010016,GENERAL,2022-04-10 07:58:33,2022-04-10 08:28:34,"DR
ERIK
KUULKERS",PUBLIC,1745,1721,1743,1743,1743,1243,0,79175680,"800.874 (253.12097259625375,-22.430387245647534)
"
248900670010,001,POINTING,256.829040527344,-35.3874740600586,19200140028,GENERAL,2022-04-10 02:58:02,2022-04-10 03:31:09,"PROF.
JOERN
WILMS",PRIVATE,1965,1938,1963,1965,1965,1761,0,89710592,"801.254 (253.12097259625375,-22.430387245647534)
"
248900620010,001,POINTING,259.476470947266,-35.4020843505859,19200140028,GENERAL,2022-04-10 00:00:51,2022-04-10 00:34:00,"PROF.
JOERN
WILMS",PRIVATE,1936,1914,1934,1936,1936,1772,0,90763264,"846.302 (253.12097259625375,-22.430387245647534)
"
248900820010,001,POINTING,265.687286376953,-31.2931671142578,19200010016,GENERAL,2022-04-10 11:10:30,2022-04-10 11:40:18,"DR
ERIK
KUULKERS",PUBLIC,1722,1713,1728,1731,1731,1432,0,78348288,"856.287 (253.12097259625375,-22.430387245647534)
"
248900800010,001,POINTING,267.908630371094,-28.412805557251,19200010016,GENERAL,2022-04-10 10:06:38,2022-04-10 10:36:27,"DR
ERIK
KUULKERS",PUBLIC,1765,1745,1767,1768,1768,1552,0,79101952,"877.133 (253.12097259625375,-22.430387245647534)
"
