SCW_ID,SCW_VER,SCW_TYPE,RA_X,DEC_X,OBS_ID,OBS_TYPE,START_DATE,END_DATE,PI_NAME,PS,GOOD_SPI,GOOD_PICSIT,GOOD_ISGRI,GOOD_JEMX,GOOD_JEMX1,GOOD_JEMX2,GOOD_OMC,DSIZE,SEARCH_OFFSET_
249800200010,001,POINTING,283.329498291016,-26.6678619384766,19200140010,GENERAL,2022-05-02 17:13:55,2022-05-02 17:49:06,"PROF.
JOERN
WILMS",PRIVATE,2053,2030,2051,2053,2053,2053,0,88027136,"462.454 (291.2807591908266,-23.885278480892488)
"
249800210010,001,POINTING,283.80517578125,-28.8015003204346,19200140010,GENERAL,2022-05-02 17:51:05,2022-05-02 18:24:25,"PROF.
JOERN
WILMS",PRIVATE,1948,1926,1946,1948,1948,1948,0,83947520,"498.357 (291.2807591908266,-23.885278480892488)
"
249800290010,001,POINTING,280.937957763672,-27.0693340301514,19200140010,GENERAL,2022-05-02 22:34:39,2022-05-02 23:07:45,"PROF.
JOERN
WILMS",PRIVATE,1931,1909,1929,1931,1931,1931,0,83116032,"591.652 (291.2807591908266,-23.885278480892488)
"
249800280010,001,POINTING,281.367370605469,-29.207555770874,19200140010,GENERAL,2022-05-02 21:59:07,2022-05-02 22:32:12,"PROF.
JOERN
WILMS",PRIVATE,1934,1909,1932,1934,1934,1934,0,83521536,"620.164 (291.2807591908266,-23.885278480892488)
"
249800230010,001,POINTING,284.853210449219,-33.0528907775879,19200140010,GENERAL,2022-05-02 19:01:42,2022-05-02 19:35:02,"PROF.
JOERN
WILMS",PRIVATE,1944,1918,1942,1944,1944,1944,0,83857408,"645.760 (291.2807591908266,-23.885278480892488)
"
249800270010,001,POINTING,281.835906982422,-31.3467216491699,19200140010,GENERAL,2022-05-02 21:23:34,2022-05-02 21:56:40,"PROF.
JOERN
WILMS",PRIVATE,1930,1909,1928,1930,1930,1930,0,82989056,"672.150 (291.2807591908266,-23.885278480892488)
"
249800300010,001,POINTING,278.546844482422,-27.4333610534668,19200140010,GENERAL,2022-05-02 23:09:57,2022-05-02 23:43:17,"PROF.
JOERN
WILMS",PRIVATE,1943,1917,1941,1936,1936,1936,0,84221952,"720.409 (291.2807591908266,-23.885278480892488)
"
249800240010,001,POINTING,285.431243896484,-35.1735572814941,19200140010,GENERAL,2022-05-02 19:37:00,2022-05-02 20:10:20,"PROF.
JOERN
WILMS",PRIVATE,1975,1950,1973,1975,1975,1969,0,83226624,"742.546 (291.2807591908266,-23.885278480892488)
"
249800260010,001,POINTING,282.313781738281,-33.4814987182617,19200140010,GENERAL,2022-05-02 20:48:03,2022-05-02 21:21:08,"PROF.
JOERN
WILMS",PRIVATE,1926,1901,1924,1926,1926,1926,0,83292160,"743.774 (291.2807591908266,-23.885278480892488)
"
249800310010,001,POINTING,278.915710449219,-29.5855007171631,19200140010,GENERAL,2022-05-02 23:45:46,2022-05-03 00:18:49,"PROF.
JOERN
WILMS",PRIVATE,1955,1933,1953,1953,1953,1859,0,84602880,"744.992 (291.2807591908266,-23.885278480892488)
"
249800250010,001,POINTING,282.804656982422,-35.616943359375,19200140010,GENERAL,2022-05-02 20:12:16,2022-05-02 20:45:37,"PROF.
JOERN
WILMS",PRIVATE,1956,1934,1954,1956,1956,1956,0,83836928,"830.052 (291.2807591908266,-23.885278480892488)
"
