SCW_ID,SCW_VER,SCW_TYPE,RA_X,DEC_X,OBS_ID,OBS_TYPE,START_DATE,END_DATE,PI_NAME,PS,GOOD_SPI,GOOD_PICSIT,GOOD_ISGRI,GOOD_JEMX,GOOD_JEMX1,GOOD_JEMX2,GOOD_OMC,DSIZE,SEARCH_OFFSET_
250200040010,001,POINTING,317.988372802734,-13.1479997634888,19200130001,GENERAL,2022-05-13 00:45:58,2022-05-13 01:41:33,"DR.
THOMAS
SIEGERT",PRIVATE,3273,3248,3239,3273,3273,2982,0,152489984,"659.462 (310.03583391565513,-21.095867254931342)
"
250200050010,001,POINTING,316.977661132812,-11.2142782211304,19200130001,GENERAL,2022-05-13 01:43:28,2022-05-13 02:39:03,"DR.
THOMAS
SIEGERT",PRIVATE,3323,3294,3322,3257,3257,3106,0,149970944,"714.886 (310.03583391565513,-21.095867254931342)
"
250200110010,001,POINTING,322.039672851562,-15.998083114624,19200130001,GENERAL,2022-05-13 08:02:21,2022-05-13 08:57:57,"DR.
THOMAS
SIEGERT",PRIVATE,3281,3256,3279,3281,3281,3281,0,141881344,"747.809 (310.03583391565513,-21.095867254931342)
"
250200100010,001,POINTING,320.999969482422,-14.0755834579468,19200130001,GENERAL,2022-05-13 07:04:52,2022-05-13 08:00:26,"DR.
THOMAS
SIEGERT",PRIVATE,3286,3264,3285,3286,3286,3286,0,142696448,"754.939 (310.03583391565513,-21.095867254931342)
"
250200090010,001,POINTING,319.973327636719,-12.1505556106567,19200130001,GENERAL,2022-05-13 05:33:44,2022-05-13 07:02:40,"DR.
THOMAS
SIEGERT",PRIVATE,5272,5264,5279,5284,5280,5284,0,228585472,"783.311 (310.03583391565513,-21.095867254931342)
"
250200060010,001,POINTING,315.978118896484,-9.28016662597656,19200130001,GENERAL,2022-05-13 02:40:58,2022-05-13 03:36:33,"DR.
THOMAS
SIEGERT",PRIVATE,3285,3264,3284,3272,3272,3234,0,147668992,"787.700 (310.03583391565513,-21.095867254931342)
"
250200080010,001,POINTING,318.952514648438,-10.223388671875,19200130001,GENERAL,2022-05-13 04:36:14,2022-05-13 05:31:49,"DR.
THOMAS
SIEGERT",PRIVATE,3264,3264,3271,3276,3276,3266,0,144252928,"830.606 (310.03583391565513,-21.095867254931342)
"
250200120010,001,POINTING,324.026763916016,-14.974139213562,19200130001,GENERAL,2022-05-13 08:59:57,2022-05-13 09:55:27,"DR.
THOMAS
SIEGERT",PRIVATE,3264,3237,3262,3264,3264,3264,0,141381632,"878.036 (310.03583391565513,-21.095867254931342)
"
250200130010,001,POINTING,322.969299316406,-13.0645837783813,19200130001,GENERAL,2022-05-13 09:57:22,2022-05-13 10:52:57,"DR.
THOMAS
SIEGERT",PRIVATE,3279,3295,3283,3281,3275,3281,0,139288576,"883.790 (310.03583391565513,-21.095867254931342)
"
250200070010,001,POINTING,317.939178466797,-8.29691696166992,19200130001,GENERAL,2022-05-13 03:38:45,2022-05-13 04:34:19,"DR.
THOMAS
SIEGERT",PRIVATE,3262,3264,3268,3270,3262,3270,0,144850944,"893.891 (310.03583391565513,-21.095867254931342)
"
